Section Prerequisites for Term: 202510,,,,,,,
,,,,,,,
Term,Subject,Course,Section,CRN,Part of Term,Title,Prerequisites
,,3213,001,21095,1,Machine Design I,ETME 2102 and ETME 3123 and (ETME 2130 or ETME 2141)
,,3250,001,24164,1,Princ. of Thermal Engineering,(ETGR 2272 or MATH 1242) and ETME 3133
,,4250,090,27422,1,Thermal Engineering Appl.,ETME 3250
,,4250L,L01,24293,1,Thermal Fluids Laboratory,(WRDS 1103 or WRDS 1104) and ETME 3250
,EXER,2169,001,22899,1,Hum Anat & Phys for Hlth Pr II,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,002,22900,1,Hum Anat & Phys for Hlth Pr II,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,003,26826,1,Hum Anat & Phys for Hlth Pr II,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,2169L,L01,22902,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L02,22903,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L03,22904,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L04,22905,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L05,26942,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L07,22906,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L09,22907,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L10,22908,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L11,22909,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L13,22910,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L14,22911,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L16,23073,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L17,23074,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L18,23075,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L20,23077,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L22,22914,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,,L23,26827,1,Hum Anat & Phys Lab II Hlth,(KNES 2168 or EXER 2168) and (KNES 2168L or EXER 2168L)
,,2298,001,22923,1,Applied Kinesiology,(EXER 2168 or KNES 2168) and (EXER 2168L or KNES 2168L) or (BIOL 2273 and BIOL 2273L)
,,3280,001,23080,1,Exer Physiology:Princ & Theory,(KNES 2169 or EXER 2169) or BIOL 2274 or BIOL 1274 or BIOL 0074
,,3285,001,23083,1,Principles of Strength & Cond,KNES 3280 or EXER 3280
,,3286,001,23084,1,Exer Testing: Found & Theory,EXER 3280 or ATRN 3280 or KNES 3280
,,3287,001,23085,1,Exer Testing:Principles & Apps,KNES 3280 or EXER 3280
,,,002,23086,1,Exer Testing:Principles & Apps,KNES 3280 or EXER 3280
,,,003,23087,1,Exer Testing:Principles & Apps,KNES 3280 or EXER 3280
,,,004,23090,1,Exer Testing:Principles & Apps,KNES 3280 or EXER 3280
,,,005,23091,1,Exer Testing:Principles & Apps,KNES 3280 or EXER 3280
,,3490,001,23110,1,Exercise Science Internship,(KNES 3660 or EXER 3660) and (KNES 2290 or EXER 2290)
,,4121,001,23116,1,Pharma for the Phys Active,EXER 3280 or ATRN 3280 or KNES 3280
,,4285,001,23114,1,Adv Str & Cond Theory & Tech,(KNES 3285 or EXER 3285)
,,4286,001,23117,1,Exercise Prescription,(EXER 3286 or ATRN 3286 or KNES 3286) and (EXER 3287 or ATRN 3287 or KNES 3287)
,,4293,001,23119,1,Biomechanics,EXER 3280 or ATRN 3280 or KNES 3280
,,4490,001,23111,1,Exercise Science Internship,(KNES 2290 or EXER 2290) and (KNES 3660 or EXER 3660)
,FILM,3221,001,23199,1,Advanced Screenwriting,FILM 3220
,,4220,001,21813,1,Film Fests & Impact Production,FILM 3120
,,4221,001,27391,1,Community-Based Film Prod.,(FILM 2201 or FILM 1502) and FILM 3120
,,4690,001,21934,1,Capstone Film/Media Production,FILM 3120
,FINN,3120,002,20278,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,003,21102,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,004,22516,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,005,20799,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,006,21921,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,080,26939,H2,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,090,20866,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,091,23386,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,,U01,20277,1,Financial Management,ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 2101 or ECON 1201) and (ECON 2102 or ECON 1202) and INFO 2130 and (MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122)
,,3222,001,20252,1,Investments,FINN 3120
,,,002,21496,1,Investments,FINN 3120
,,,003,20253,1,Investments,FINN 3120
,,3223,090,22177,1,International Fin Management,FINN 3120
,,3225,090,24624,1,Commercial Bank Management,FINN 3120
,,3226,001,20254,1,Financial Theory & Practice,FINN 3120
,,,002,21486,1,Financial Theory & Practice,FINN 3120
,,,003,22713,1,Financial Theory & Practice,FINN 3120
,,3255,090,22699,1,Real Estate Principles,FINN 3120
,,3261,090,20872,1,Real Estate Finance,FINN 3120
,,3265,001,22700,1,Asset & Property Management,FINN 3255
,,3271,001,20255,1,Prin of Risk Mgmt & Insur,INFO 2130
,,3272,001,20256,1,Life Ins & Prof Fin Planning,INFO 2130 and (ACCT 3311 or ACCT 3323)
,,3273,090,21356,1,Property and Liab Insur Oper,INFO 2130
,,3278,001,22704,1,RMI Sales and Negotiations,INFO 2130
,,4159,090,20258,1,Student Managed Invest Fund II,FINN 4158
,,4160,090,22705,1,Equity Analysis,FINN 3120
,,4275,001,21497,1,Enterprise Risk Management,FINN 3271
,,6210,U90,20260,1,Financial Elements Derivatives,FINN 6152
,,6212,U90,21189,1,Adv Methods in Math Fin,FINN 6210
,,6215,U90,21190,1,Risk Mgmt in Corporations,FINN 6203
,,6216,U01,21276,1,Quantitative Risk Management,FINN 6203
,FLED,5104,084,22326,1,Assessment in Teaching FLED,MDSK 6162 and MDSK 5204 and (MDSK 6162L or MDSK 6163) and FLED 5200 and (MDSK 5100L or FLED 5105)
,,5105,085,23913,1,Applied Content Pedagogy,MDSK 5204 and MDSK 6162 and (MDSK 6162L or MDSK 6163)
,,5200,080,22360,1,Methods in Foreign Languages,MDSK 6162 and MDSK 5204 and (MDSK 6162L or MDSK 6163)
,FREN,1202,001,24717,1,Elementary French II,FREN 1201 or FREN 1100
,,,002,20336,1,Elementary French II,FREN 1201 or FREN 1100
,,,003,25278,1,Elementary French II,FREN 1201 or FREN 1100
,,,004,22009,1,Elementary French II,FREN 1201 or FREN 1100
,,,005,23586,1,Elementary French II,FREN 1201 or FREN 1100
,,2201,001,24144,1,Intermediate French I,FREN 1202 or FREN 1102
,,2202,001,24145,1,Intermediate French II,FREN 2201
,,3201,001,25317,1,French Grammar & Conversation,FREN 2202
,,3202,001,20375,1,French Grammar & Composition,FREN 2202
,,3203,001,20377,1,Intro to French Literature,FREN 2202
,,3210,002,22171,1,Intro to Business French,FREN 2202
,,4007,001,21603,1,Studies in French Culture,FREN 3201 or FREN 3202
,,4410,001,21935,1,Prof Internship in French,FREN 3201 and FREN 3202
,,,002,27300,1,Prof Internship in French,FREN 3201 and FREN 3202
,GEOG,2102,001,23230,1,Intro to Cartographic Design,GEOG 1103
,,3120,001,21257,1,Fndmntls Geographic Info Systm,GEOG 1103 or ESCI 2210
,,,002,21376,1,Fndmntls Geographic Info Systm,GEOG 1103 or ESCI 2210
,,4103,001,23295,1,Computer Prog for GIS App,GEOG 1103
,,4131,001,21565,1,Environmental Modeling w/ GIS,GEOG 4120 or GEOG 3120
,,4132,001,26422,1,Spatial Model Social & Eco App,GEOG 3120
,,4215,001,26522,1,Urban Ecology,ESCI 2222
,,5103,001,23300,1,Programming for GIS,GEOG 6125
,,5131,001,21566,1,Environmental Modeling w/ GIS,GEOG 5120
,,6282,001,26429,1,CyberGIS and Big Data,GEOG 6125
,,8120,001,22085,1,Spatial Statistics,GRAD 8101
,GEOL,1200L,L01,20559,1,Physical Geology Lab,GEOL 1200
,,,L02,20560,1,Physical Geology Lab,GEOL 1200
,,,L03,20561,1,Physical Geology Lab,GEOL 1200
,,,L04,23426,1,Physical Geology Lab,GEOL 1200
,,,L05,20563,1,Physical Geology Lab,GEOL 1200
,,,L06,20565,1,Physical Geology Lab,GEOL 1200
,,,L07,20566,1,Physical Geology Lab,GEOL 1200
,,,L08,20567,1,Physical Geology Lab,GEOL 1200
,,,L90,20571,1,Physical Geology Lab,GEOL 1200
,,,L91,20572,1,Physical Geology Lab,GEOL 1200
,,,L92,20562,1,Physical Geology Lab,GEOL 1200
,,,L94,20564,1,Physical Geology Lab,GEOL 1200
,,1210,090,20239,1,Earth History,GEOL 1200 and GEOL 1200L
,,1210L,L01,22086,1,Earth History Lab,(GEOL 1200 or GEOL 1200X) and GEOL 1200L and GEOL 1210
,,3105,001,21757,1,Mineral Resources,GEOL 1200
,,3190,001,20240,1,Environmental Geology,(GEOL 1200 or GEOL 1200X) and GEOL 1200L
,,4100,001,21258,1,Igneous & Metamorphic Petr,GEOL 3115
,,4115,001,22609,1,Applied Geophysics,GEOL 1200
,,4145,001,26435,1,Hydrogeology,(CHEM 1251 and CHEM 1251L) and ((GEOL 1200 and GEOL 1200L) or (ESCI 1101 and ESCI 1101L))
,,5100,001,26432,1,Igneous & Metamorphic Petr,GEOL 3115
,,5145,001,26437,1,Hydrogeology,GEOL 1200 or ESCI 1101 and CHEM 1251
,GERM,1202,001,20974,1,Elementary German II,GERM 1201 or GERM 1101
,,,002,20381,1,Elementary German II,GERM 1201 or GERM 1101
,,2201,001,20382,1,Intermediate German I,GERM 1202 or GERM 1102
,,2202,001,20394,1,Intermediate German II,GERM 2201
,,3202,001,20383,1,Adv GERM Lang & Culture II,GERM 2202 or GERM 2204
,GRAD,6101,001,21630,1,Linear Regression,GRAD 6100
,,6104,001,26425,1,Spatial Statistics,GRAD 6101
,,8104,002,26426,1,Spatial Statistics,GRAD 8101
,,8212,001,22134,1,Academic Writing,(GRAD 6010 or GRAD 6212) or (GRAD 8010 or GRAD 8210)
,GRNT,3600,001,20502,1,Senior Sem & Field Exp Aging,GRNT 2100
,HCIP,5122,U01,22114,1,Visual Analytics,HCIP 6380
,,,U90,23429,1,Visual Analytics,HCIP 6380
,,6108,090,22563,1,Intermed Decision Analysis/HC,HCIP 5376
,,6156,U91,26836,1,Machine Learning,ITCS 6150
,,6162,U01,24611,1,Knowledge Discovery in Data,ITCS 6160
,,6250,090,21895,1,Problem Solving Hlth Analytics,HCIP 6102
,,6400,001,21036,1,HIA Internship,HADM 6100 and HCIP 6380
,HHUM,3020,001,24194,1,Topics in HHUM,HHUM 2100
,,,002,24274,1,Topics in HHUM,HHUM 2100
,,,003,24280,1,Topics in HHUM,HHUM 2100
,,,004,24883,1,Topics in HHUM,HHUM 2100
,,,005,26223,1,Topics in HHUM,HHUM 2100
,,,006,26444,1,Topics in HHUM,HHUM 2100
,,,007,26457,1,Topics in HHUM,HHUM 2100
,,,008,26458,1,Topics in HHUM,HHUM 2100
,,,009,26551,1,Topics in HHUM,HHUM 2100
,,,090,27038,1,Topics in HHUM,HHUM 2100
,,4800,001,25638,1,HHUM Portfolio Capstone,HHUM 2100
,,,002,25896,H1,HHUM Portfolio Capstone,HHUM 2100
,HIST,4000,A01,20845,1,Topics in Amer Historiography,HIST 2600 or HIST 3600
,,4002,A01,22915,1,Topics in Non-West Historio,HIST 2600 or HIST 3600
,,4003,A02,26066,1,Topics in Transnational Hist,HIST 2600 or HIST 3600
,,4600,A01,20808,1,Senior Research Seminar,(HIST 2600 or HIST 3600 or HIST 2100) and (HIST 4000 or HIST 4001 or HIST 4002 or HIST 4003 or HIST 4004 or HIST 4797)
,,,A02,23251,1,Senior Research Seminar,(HIST 2600 or HIST 3600 or HIST 2100) and (HIST 4000 or HIST 4001 or HIST 4002 or HIST 4003 or HIST 4004 or HIST 4797)
,,,A90,21845,1,Senior Research Seminar,(HIST 2600 or HIST 3600 or HIST 2100) and (HIST 4000 or HIST 4001 or HIST 4002 or HIST 4003 or HIST 4004 or HIST 4797)
,,4799,001,20910,1,Honors Research and Thesis,HIST 4797
,,5000,A01,20689,1,Problems in American History,HIST 2600 or HIST 3600
,,5799,A01,26130,1,Honors Research and Thesis--EE,HIST 4797 or HIST 5797
,HLTH,4104,001,20780,1,Epidemiology,HLTH 2102 or (HLTH 3101 or HLTH 2102)
,,4400,001,26693,1,Public Health Internship,HLTH 3400
,,6226,001,22210,1,Community Health Methods,HLTH 6211
,,6227,090,21884,1,Community Hlth Plan & Eval,HLTH 6212
,,6230,001,21885,1,Comm Health Practice Capstone,HLTH 6471
,,6250,001,26769,1,Health Policy Capstone,HLTH 6471
,,6270,001,21889,1,Epidemiologic Methods,HLTH 6211
,,6280,001,21888,1,Epidemiology Capstone Course,HLTH 6471
,,8282,001,22842,1,Health Survey Design & Rsch,HLTH 8201
,HONR,3700,H01,21406,1,Honors College Topics,LBST 2301
,,,H02,21405,1,Honors College Topics,LBST 2301
,,,H03,21386,1,Honors College Topics,LBST 2301
,,,H04,21900,1,Honors College Topics,LBST 2301
,HPSY,8103,001,22438,1,Basic Qnt Analyses for Bhv Sci,PSYC 8102 or HPSY 8102
,,8150,001,22439,1,Intro to Psych Treatment,PSYC 8151 or HPSY 8151
,,8255,001,24417,1,Community Interventions,PSYC 8155 or HPSY 8155
,,8262,003,22441,1,Practicum in Health Psychology,HPSY 8200
,,8450,003,22442,1,Practicum in Clinical Psyc,PSYC 8150 or HPSY 8150
,,,004,22443,1,Practicum in Clinical Psyc,PSYC 8150 or HPSY 8150
,HSMT,3104,001,22833,1,Health Information Systems,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,,002,22834,1,Health Information Systems,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,,080,26994,1,Health Information Systems,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,3201,001,21649,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,002,27013,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,003,21650,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,004,21651,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,080,27011,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,081,27014,1,Hlth Syst Leadership & Ethics,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,3203,001,27019,1,Intro Accounting & Finance,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,,080,27016,1,Intro Accounting & Finance,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,,090,21654,1,Intro Accounting & Finance,HSMT 2101 and (HSMT 2104 or HSMT 3103)
,,3204,001,22835,1,Health Org Behavior,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,002,22836,1,Health Org Behavior,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,,080,27026,1,Health Org Behavior,HSMT 2101 and HSMT 2103 and (HSMT 2104 or HSMT 3103)
,,4201,002,23536,1,Health Policy & Law,HSMT 3201
,,4202,090,21882,1,Quality Management,(HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101)
,,,091,22754,1,Quality Management,(HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101)
,,4600,001,22838,1,Health Systems Capstone,HSMT 2101 and HSMT 2103 and (HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101) and HSMT 3203 and HSMT 3201 and (HSMT 2104 or HSMT 3103)
,,,002,22845,1,Health Systems Capstone,HSMT 2101 and HSMT 2103 and (HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101) and HSMT 3203 and HSMT 3201 and (HSMT 2104 or HSMT 3103)
,,,003,22839,1,Health Systems Capstone,HSMT 2101 and HSMT 2103 and (HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101) and HSMT 3203 and HSMT 3201 and (HSMT 2104 or HSMT 3103)
,,,091,22840,1,Health Systems Capstone,HSMT 2101 and HSMT 2103 and (HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101) and HSMT 3203 and HSMT 3201 and (HSMT 2104 or HSMT 3103)
,,,092,22841,1,Health Systems Capstone,HSMT 2101 and HSMT 2103 and (HSMT 3104 or HSMT 4103) and (HSMT 3204 or HSMT 4101) and HSMT 3203 and HSMT 3201 and (HSMT 2104 or HSMT 3103)
,HSRD,8261,090,23521,1,"Hlthcre Prg Evl, Outcms & Qual",HLTH 8270
,INES,8998,001,21132,1,Doctoral Research,INES 8999
,,,002,21133,1,Doctoral Research,INES 8999
,,,003,21134,1,Doctoral Research,INES 8999
,,,004,21135,1,Doctoral Research,INES 8999
,,,005,24521,1,Doctoral Research,INES 8999
,INFO,3130,001,20261,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,002,21341,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,003,21052,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,004,21073,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,006,21081,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,007,22633,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,008,22635,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,090,21665,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,091,26951,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,,092,22634,1,Management Info Systems,(MATH 1120 or MATH 1241 or MATH 1242) and (STAT 1220 or STAT 1221 or STAT 1222) and ACCT 2121 and (ACCT 2122 or ACCT 3323) and (ECON 1201 or ECON 2101) and (ECON 1202 or ECON 2102) and INFO 2130
,,3221,001,21928,1,Programming for Bus Analytics,INFO 2130
,,3231,001,20262,1,Busn Applications Development,INFO 2130
,,,090,23257,1,Busn Applications Development,INFO 2130
,,3233,001,20263,1,Data and Information Mgmt,INFO 3130
,,,002,21474,1,Data and Information Mgmt,INFO 3130
,,,003,22561,1,Data and Information Mgmt,INFO 3130
,,3234,001,21513,1,Busn Info Sys Analysis & Dsgn,INFO 3233
,,,002,25024,1,Busn Info Sys Analysis & Dsgn,INFO 3233
,,,090,22168,1,Busn Info Sys Analysis & Dsgn,INFO 3233
,,3237,090,24559,1,Business Analytics II,INFO 3221 and INFO 3233 and INFO 3236
,,,091,21930,1,Business Analytics II,INFO 3221 and INFO 3233 and INFO 3236
,,3238,001,22562,1,Social Media Analytics and App,INFO 3130
,INTL,4701,H01,22989,1,Honors Research,INTL 4601
,ITCS,3050,S01,27249,1,Topics in Computer Science,ITSC 1212
,,,S03,27250,1,Topics in Computer Science,ITSC 1213
,,3112,001,24408,1,Dsgn & Imp Object-oriented Sys,ITSC 2214 or ITCS 2214
,,,002,23265,1,Dsgn & Imp Object-oriented Sys,ITSC 2214 or ITCS 2214
,,,051,20804,1,Dsgn & Imp Object-oriented Sys,ITSC 2214 or ITCS 2214
,,3120,002,26607,1,Intro Interactive Comp Graphic,(ITCS 2214 or ITSC 2214) and MATH 2164
,,3153,001,20425,1,Intro Artificial Intelligence,MATH 2164 and ITSC 2214
,,,002,21789,1,Intro Artificial Intelligence,MATH 2164 and ITSC 2214
,,3156,001,26631,1,Intro to Machine Learning,ITSC 2214 and MATH 2164
,,,091,26633,1,Intro to Machine Learning,ITSC 2214 and MATH 2164
,,3160,002,24785,1,Database Design & Implem,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,003,22581,1,Database Design & Implem,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,004,20426,1,Database Design & Implem,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,051,22582,1,Database Design & Implem,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,092,23274,1,Database Design & Implem,ITSC 1213 or ITCS 1213 or ITIS 1213
,,3162,001,21418,1,Introduction to Data Mining,ITSC 2214 or ITCS 2214
,,,002,24445,1,Introduction to Data Mining,ITSC 2214 or ITCS 2214
,,3166,002,24446,1,Intro to Computer Networks,ITSC 1213 or ITCS 1213 or ITIS 1213
,,,051,21463,1,Intro to Computer Networks,ITSC 1213 or ITCS 1213 or ITIS 1213
,,3190,001,26639,1,Intro Cloud Comp Data Analysis,ITSC 2214 or ITCS 2214
,,3216,001,22147,1,Intro to Cognitive Science,PSYC 1101
,,4010,005,27122,1,Topics in Computer Science,ITSC 2214
,,4102,091,20454,1,Programming Languages,ITSC 2214 or ITCS 2214
,,4114,001,26642,1,Real World Algorithms,ITSC 2214 and ITSC 2175
,,4122,001,22150,1,Visual Analytics,STAT 1220 or STAT 1221 or STAT 1222 or STAT 2122 or STAT 2223
,,4141,001,26643,1,Computer System & Architecture,ITSC 3146
,,4145,001,26645,1,Parallel Programming,ITSC 3146
,,4151,001,22583,1,Intelligent Robotics,(ITCS 2214 or ITSC 2214) and MATH 2164
,,4152,091,22080,1,Intro. to Computer Vision,ITCS 3156
,,4180,091,21045,1,Mobile Application Development,ITCS 2214 or ITSC 2214
,,4230,001,21404,1,Intro to Game Design & Dvlpmnt,ITSC 2214 or ITCS 2214
,,4231,001,21041,1,Adv Game Design & Develpmnt,ITCS 4230
,,4232,051,21237,1,Game Design & Dvlpmnt Studio,ITSC 3155 and ITCS 4231
,,5231,001,21042,1,Adv Game Design & Development,ITCS 5230
,,5232,051,21247,1,Game Design & Dvlpmnt Studio,ITCS 5120 and ITCS 5231
,,6190,U01,24760,1,Cloud Comp for Data Analysis,ITCS 6114
,,8160,001,24561,1,Database Systems,ITCS 8114
,,8190,U01,24761,1,Cloud Comp for Data Analysis,ITCS 8114
,ITIS,3135,051,22100,1,Web App Design and Development,ITSC 2214 or ITCS 2214
,,,052,22482,1,Web App Design and Development,ITSC 2214 or ITCS 2214
,,,053,22090,1,Web App Design and Development,ITSC 2214 or ITCS 2214
,,,091,25018,1,Web App Design and Development,ITSC 2214 or ITCS 2214
,,3200,001,20457,1,Intro to Info Security & Priv,ITSC 2214 or ITCS 2214
,,,051,21595,1,Intro to Info Security & Priv,ITSC 2214 or ITCS 2214
,,,091,20942,1,Intro to Info Security & Priv,ITSC 2214 or ITCS 2214
,,3216,001,21846,1,Intro to Cognitive Science,PSYC 1101
,,3246,001,27187,1,IT Infrast and SEC,ITSC 3146
,,,091,22091,1,IT Infrast and SEC,ITSC 3146
,,3300,001,21642,1,Software Req & Project Mgmt,ITIS 2300 or ITIS 3135
,,,091,20807,1,Software Req & Project Mgmt,ITIS 2300 or ITIS 3135
,,3310,091,21029,1,Software Arch & Design,ITCS 2214 or ITSC 2214
,,3320,091,20675,1,Intro Software Testing & Assur,ITIS 3200 and ITIS 3300
,,4166,051,21772,1,Network Based App Dvlpment,(ITIS 2300 or ITIS 3135) and ITCS 3160
